Gene,Dn,Ds,Pn,Ps,Pn.1,Ps.1,Pn.2,Ps.2,Pn.3,Ps.3,Pn.4,Ps.4,Pn.5,Ps.5,Pn.6,Ps.6,Pn.7,Ps.7,Pn.8,Ps.8,Pn.9,Ps.9
LSAA_10573,0,0,1,4,1,4,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10574,0,0,4,3,4,3,3,3,3,3,2,3,1,1,1,1,1,1,1,1,1,0
LSAA_10578,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10579,0,0,6,2,6,2,3,1,3,1,3,1,2,1,2,1,1,0,1,0,1,0
LSAA_10580,0,0,4,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10586,0,0,13,8,13,8,8,5,4,2,4,1,4,1,4,1,4,1,4,1,1,0
LSAA_10589,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10590,0,0,11,10,10,10,8,9,7,6,6,6,5,5,5,5,5,5,5,5,5,4
LSAA_10596,0,0,4,1,3,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
LSAA_10597,0,0,1,4,1,4,0,4,0,3,0,3,0,2,0,2,0,2,0,2,0,1
LSAA_10603,0,0,17,2,17,2,12,1,10,1,8,1,4,1,4,1,1,0,0,0,0,0
LSAA_10604,0,0,1,5,1,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,0,3
LSAA_10605,0,0,5,1,5,1,2,1,2,1,1,1,0,1,0,1,0,0,0,0,0,0
LSAA_10609,0,0,8,9,8,9,4,5,3,4,3,4,2,3,2,3,2,3,0,2,0,2
LSAA_10614,0,0,4,3,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10616,0,0,5,3,5,3,2,3,2,2,2,2,0,1,0,1,0,1,0,1,0,1
LSAA_10620,0,0,5,1,5,1,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10623,0,0,4,1,4,1,3,1,3,1,3,1,3,1,3,1,3,1,2,1,2,1
LSAA_10629,0,0,5,1,4,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0
LSAA_10630,0,0,11,4,11,4,6,3,6,3,6,3,6,3,6,3,6,2,5,2,4,1
LSAA_10632,0,0,4,2,4,2,2,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0
LSAA_10633,0,0,4,1,4,1,4,1,3,1,3,1,3,1,3,1,3,1,2,1,2,1
LSAA_10637,0,0,8,3,8,3,7,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
LSAA_10640,0,0,2,3,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10641,0,0,2,4,2,4,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0
LSAA_10646,0,0,2,6,2,6,2,3,2,2,1,2,1,1,1,1,1,0,0,0,0,0
LSAA_10656,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_10659,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
LSAA_10665,0,0,7,3,7,3,5,1,5,1,5,1,2,1,2,1,2,1,2,1,0,0
LSAA_10666,0,0,4,1,4,0,3,0,3,0,3,0,2,0,2,0,2,0,2,0,2,0
LSAA_10668,0,0,1,6,1,6,1,5,1,4,1,4,0,3,0,3,0,3,0,3,0,3
LSAA_10669,0,0,29,17,29,17,23,13,21,13,14,10,14,10,14,10,14,10,4,2,3,1
LSAA_10673,0,0,1,3,1,3,1,2,1,2,1,2,0,2,0,2,0,2,0,2,0,1
LSAA_10676,0,0,6,14,6,13,5,10,4,6,4,5,4,5,4,5,3,4,2,3,0,2
LSAA_10679,0,0,2,1,2,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0
LSAA_1068,0,0,7,6,7,6,3,4,3,3,3,2,3,2,3,2,3,2,2,2,2,0
LSAA_10684,0,0,16,21,16,20,9,17,8,14,7,10,4,4,4,4,4,2,4,1,0,0
LSAA_10687,0,0,7,2,7,2,6,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1
LSAA_10689,0,0,1,2,1,2,1,2,1,2,1,2,0,2,0,2,0,2,0,1,0,1
LSAA_10690,0,0,1,6,1,6,1,5,1,4,1,4,1,4,1,4,1,4,1,4,1,2
LSAA_10692,0,0,11,5,11,5,6,4,4,4,3,3,3,1,3,1,0,0,0,0,0,0
LSAA_10693,0,0,4,2,4,2,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,0
LSAA_10694,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10696,0,0,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_10699,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10706,0,0,12,6,12,5,9,3,8,2,8,2,8,2,8,2,8,2,6,2,1,0
LSAA_10708,0,0,5,4,5,2,4,2,4,2,4,2,4,2,4,2,4,2,3,2,1,2
LSAA_10710,0,0,1,2,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1
LSAA_10714,0,0,17,9,16,9,8,5,3,5,3,5,3,5,3,5,3,5,3,4,1,3
LSAA_10722,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10723,0,0,11,13,11,13,4,7,4,4,3,3,3,3,3,3,3,3,3,3,2,2
LSAA_10724,0,0,21,11,21,11,12,4,7,2,6,2,5,2,5,2,4,2,3,1,1,0
LSAA_10727,0,0,5,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10730,0,0,14,9,14,9,8,5,6,5,4,4,4,3,4,3,4,2,3,2,2,1
LSAA_10737,0,0,2,8,2,8,2,4,2,2,1,2,1,1,1,1,1,1,1,1,1,1
LSAA_10738,0,0,16,24,15,23,12,15,11,12,9,6,7,6,7,6,6,6,6,5,3,3
LSAA_10739,0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0
LSAA_10740,0,0,1,4,1,4,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,2
LSAA_10744,0,0,6,0,5,0,3,0,3,0,3,0,3,0,3,0,2,0,2,0,1,0
LSAA_10747,0,0,12,9,12,9,4,3,4,2,4,1,4,0,4,0,4,0,2,0,2,0
LSAA_1075,0,0,3,6,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_10750,0,0,6,2,6,2,6,1,4,0,4,0,2,0,2,0,2,0,2,0,2,0
LSAA_10751,0,0,1,6,1,6,1,4,1,2,1,2,1,1,1,1,1,1,0,1,0,0
LSAA_10753,0,0,3,3,3,3,3,2,3,1,3,1,3,1,3,1,3,1,3,0,1,0
LSAA_10755,0,0,17,4,17,4,12,3,10,2,4,2,4,1,4,1,1,0,1,0,0,0
LSAA_10756,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10757,0,0,2,1,2,1,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
LSAA_10758,0,0,5,8,5,8,4,7,2,4,2,4,2,4,2,4,2,4,2,4,2,4
LSAA_10759,0,0,1,3,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10763,0,0,22,5,22,5,17,1,13,0,6,0,6,0,6,0,6,0,6,0,6,0
LSAA_10764,0,0,9,27,8,26,7,16,6,12,6,12,5,11,5,11,4,10,2,7,1,1
LSAA_10765,0,0,4,3,4,3,2,1,2,0,2,0,2,0,2,0,1,0,1,0,0,0
LSAA_10766,0,0,7,3,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10781,0,0,8,3,8,3,6,0,3,0,2,0,1,0,1,0,1,0,1,0,1,0
LSAA_10785,0,0,8,2,8,2,4,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0
LSAA_10788,0,0,3,1,3,1,3,0,3,0,3,0,2,0,2,0,2,0,2,0,2,0
LSAA_1079,0,0,4,7,4,7,3,4,3,4,3,4,2,1,2,1,1,1,1,0,1,0
LSAA_10790,0,0,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
LSAA_10794,0,0,3,1,3,1,3,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0
LSAA_10799,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10803,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10807,0,0,15,3,14,2,8,2,7,1,5,1,5,1,5,1,1,1,1,1,1,1
LSAA_10812,0,0,4,3,4,1,4,0,4,0,4,0,4,0,4,0,3,0,3,0,3,0
LSAA_10816,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_10818,0,0,8,9,6,7,6,7,6,7,6,6,6,5,6,5,4,5,4,5,3,5
LSAA_10821,0,0,1,5,1,5,1,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_10822,0,0,5,0,5,0,5,0,5,0,4,0,4,0,4,0,4,0,4,0,0,0
LSAA_10824,0,0,8,3,8,3,6,0,6,0,5,0,5,0,5,0,5,0,5,0,2,0
LSAA_10830,0,0,1,3,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
LSAA_10831,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_10833,0,0,5,1,5,1,4,1,4,1,3,0,3,0,3,0,3,0,3,0,3,0
LSAA_10844,0,0,9,7,8,6,8,6,8,6,8,6,5,6,5,6,5,6,5,6,5,6
LSAA_10846,0,0,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_10848,0,0,2,6,2,6,1,3,1,1,1,1,1,0,1,0,0,0,0,0,0,0
LSAA_10849,0,0,16,8,16,8,10,6,9,6,9,6,9,6,9,6,9,6,8,6,8,6
LSAA_10850,0,0,8,13,8,11,6,6,5,6,4,5,4,5,4,5,4,5,4,4,2,1
LSAA_10852,0,0,13,4,13,4,9,2,6,0,5,0,1,0,1,0,1,0,1,0,1,0
LSAA_10858,0,0,5,3,4,2,4,2,4,2,4,2,4,2,4,2,4,2,3,2,3,2
LSAA_1086,0,0,3,7,3,6,2,3,2,3,1,3,1,0,1,0,0,0,0,0,0,0
LSAA_10863,0,0,1,13,1,13,1,8,1,8,1,7,1,6,1,6,1,6,1,5,0,2
LSAA_10865,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
LSAA_10869,0,0,18,3,18,2,11,2,10,2,10,2,7,2,7,2,7,2,7,2,7,2
LSAA_10876,0,0,19,20,17,19,9,12,7,9,6,9,5,8,5,8,3,6,3,4,1,3
LSAA_10878,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10881,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
LSAA_10899,0,0,6,4,6,4,5,4,2,4,2,4,2,3,2,3,1,3,1,1,1,1
LSAA_109,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_1090,0,0,1,3,1,3,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
LSAA_10903,0,0,5,0,4,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,2,0
LSAA_1091,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
LSAA_10912,0,0,2,10,2,10,2,6,2,5,2,5,2,4,2,4,2,4,2,4,2,4
LSAA_10916,0,0,5,3,4,3,3,3,2,2,2,2,2,1,2,1,0,0,0,0,0,0
LSAA_10919,0,0,2,0,2,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10920,0,0,1,7,1,7,0,4,0,4,0,3,0,3,0,3,0,3,0,3,0,2
LSAA_10923,0,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10924,0,0,12,3,12,3,6,1,5,1,4,1,4,1,4,1,4,1,4,1,1,0
LSAA_10925,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_10927,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
LSAA_10928,0,0,8,2,8,2,5,2,5,2,3,2,1,1,1,1,1,1,1,1,1,0
LSAA_10929,0,0,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
LSAA_1093,0,0,6,3,6,3,4,3,4,3,4,3,4,2,4,2,2,2,2,1,1,1
LSAA_1094,0,0,10,8,10,8,6,2,6,2,6,0,4,0,4,0,4,0,4,0,4,0
LSAA_1095,0,0,4,5,4,5,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3
LSAA_1096,0,0,28,10,28,10,14,7,10,6,8,3,5,2,5,2,3,2,2,1,1,0
LSAA_1097,0,0,2,1,2,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_1098,0,0,2,3,2,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
LSAA_1099,0,0,3,1,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0
LSAA_1103,0,0,13,6,10,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
LSAA_11044,0,0,3,3,3,3,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
LSAA_11047,0,0,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
LSAA_11048,0,0,1,2,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
LSAA_11049,0,0,8,7,8,7,5,3,4,3,1,2,0,1,0,1,0,1,0,1,0,0
LSAA_11050,0,0,3,0,3,0,3,0,3,0,3,0,2,0,2,0,2,0,1,0,0,0
LSAA_11057,0,0,6,16,6,14,4,11,4,9,2,9,1,8,1,8,1,6,1,6,1,2
LSAA_11058,0,0,11,4,11,4,8,2,7,2,6,1,5,1,5,1,5,1,4,0,1,0
LSAA_1106,0,0,2,4,1,4,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0
LSAA_11061,0,0,2,6,2,6,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_11068,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11069,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_1107,0,0,3,3,3,3,3,0,3,0,2,0,2,0,2,0,2,0,1,0,0,0
LSAA_11070,0,0,3,9,3,8,1,5,1,5,1,5,1,5,1,5,0,4,0,2,0,0
LSAA_11072,0,0,7,2,7,2,6,1,6,1,6,1,6,1,6,1,6,1,6,1,4,1
LSAA_11074,0,0,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1
LSAA_11079,0,0,2,3,2,3,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
LSAA_1108,0,0,6,5,4,4,2,4,2,4,1,4,1,4,1,4,1,4,1,4,1,3
LSAA_11080,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11084,0,0,12,6,12,6,5,4,4,4,1,3,1,1,1,1,1,1,1,1,0,1
LSAA_11089,0,0,2,10,2,10,2,1,2,1,2,1,2,0,2,0,1,0,1,0,1,0
LSAA_11090,0,0,13,25,12,23,6,14,6,11,6,11,5,11,5,11,5,9,5,9,5,6
LSAA_11093,0,0,11,3,10,3,4,2,4,1,4,0,3,0,3,0,3,0,3,0,1,0
LSAA_11094,0,0,4,1,4,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
LSAA_11097,0,0,10,6,9,6,5,3,3,3,3,3,3,2,3,2,3,2,2,2,1,0
LSAA_11098,0,0,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
LSAA_11103,0,0,6,7,6,7,0,5,0,5,0,5,0,4,0,4,0,4,0,4,0,4
LSAA_11112,0,0,5,8,5,7,4,5,3,5,2,4,1,3,1,3,0,3,0,1,0,1
LSAA_11113,0,0,3,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11117,0,0,9,8,9,6,4,4,4,2,4,2,4,2,4,2,3,2,1,2,0,1
LSAA_11118,0,0,19,8,19,7,14,4,14,3,12,3,6,2,6,2,6,1,5,0,4,0
LSAA_11127,0,0,3,2,3,2,2,2,2,2,2,1,2,1,2,1,2,1,1,0,1,0
LSAA_11131,0,0,3,3,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11141,0,0,4,0,4,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
LSAA_11144,0,0,7,4,6,3,6,2,4,2,4,2,2,0,2,0,1,0,1,0,1,0
LSAA_11145,0,0,6,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11146,0,0,12,8,12,8,7,5,4,3,4,3,4,2,4,2,4,2,3,2,2,1
LSAA_1115,0,0,5,7,5,6,4,6,4,5,4,5,3,4,3,4,2,4,2,4,1,3
LSAA_11159,0,0,5,3,5,3,4,1,4,1,4,1,4,1,4,1,3,0,2,0,2,0
LSAA_11162,0,0,2,7,2,7,1,5,0,3,0,2,0,2,0,2,0,2,0,2,0,2
LSAA_11163,0,0,9,2,9,2,3,1,2,1,2,1,2,1,2,1,2,1,2,1,1,0
LSAA_11165,0,0,4,6,4,6,3,2,1,2,1,2,1,2,1,2,1,1,1,1,0,1
LSAA_11169,0,0,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_1117,0,0,8,3,8,3,7,3,4,3,2,1,2,1,2,1,1,0,0,0,0,0
LSAA_11173,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11175,0,0,16,22,16,22,9,8,6,6,3,5,3,5,3,5,2,5,2,5,2,1
LSAA_11176,0,0,8,9,7,9,5,5,2,5,1,5,1,5,1,5,1,5,1,5,0,2
LSAA_11178,0,0,9,4,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_1118,0,0,12,11,11,11,4,5,2,5,2,3,2,3,2,3,2,3,2,3,2,0
LSAA_11180,0,0,3,6,3,6,3,3,1,2,1,2,1,2,1,2,1,2,0,0,0,0
LSAA_11181,0,0,12,3,12,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,0
LSAA_11183,0,0,1,3,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0,1
LSAA_11186,0,0,3,1,3,1,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
LSAA_11188,0,0,5,1,5,1,4,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
LSAA_11190,0,0,5,3,5,2,3,2,3,2,3,2,3,2,3,2,3,2,3,1,1,1
LSAA_11195,0,0,4,3,3,3,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_11196,0,0,5,7,5,7,1,5,0,2,0,2,0,2,0,2,0,2,0,2,0,2
LSAA_11199,0,0,3,2,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0
LSAA_11203,0,0,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
LSAA_11204,0,0,1,3,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11205,0,0,8,2,8,2,4,0,4,0,4,0,2,0,2,0,1,0,1,0,1,0
LSAA_1121,0,0,25,16,25,16,16,12,15,11,11,9,10,7,10,7,10,5,10,4,7,2
LSAA_11211,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_11212,0,0,5,8,4,6,2,4,2,4,0,3,0,2,0,2,0,2,0,2,0,0
LSAA_11214,0,0,4,0,4,0,3,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0
LSAA_11222,0,0,6,3,5,3,4,1,4,1,4,1,4,1,4,1,4,1,2,0,0,0
LSAA_11227,0,0,9,2,9,2,5,2,5,2,5,2,5,2,5,2,4,1,4,1,4,1
LSAA_11228,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_11232,0,0,3,1,3,1,3,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0
LSAA_11235,0,0,1,2,1,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0
LSAA_11237,0,0,4,1,4,1,2,1,2,1,2,1,2,1,2,1,0,0,0,0,0,0
LSAA_11238,0,0,2,7,1,7,1,5,1,5,1,4,1,4,1,4,1,4,1,4,1,3
LSAA_11241,0,0,1,3,1,3,1,3,1,2,1,2,1,2,1,2,1,1,1,1,1,1
LSAA_11244,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11246,0,0,8,7,7,7,5,2,4,1,3,0,3,0,3,0,3,0,1,0,1,0
LSAA_11250,0,0,3,2,3,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
LSAA_11252,0,0,6,4,6,4,5,2,5,2,4,2,4,2,4,2,3,1,3,1,2,1
LSAA_11258,0,0,5,6,5,6,2,5,2,5,2,5,0,4,0,4,0,4,0,3,0,2
LSAA_11260,0,0,6,2,6,2,4,2,4,2,2,1,2,1,2,1,2,1,2,1,0,0
LSAA_11261,0,0,9,4,9,4,6,2,5,0,4,0,4,0,4,0,4,0,4,0,4,0
LSAA_11265,0,0,6,3,6,3,4,0,3,0,3,0,2,0,2,0,1,0,0,0,0,0
LSAA_11272,0,0,6,1,6,1,6,1,5,1,5,1,3,0,3,0,3,0,3,0,3,0
LSAA_11273,0,0,10,5,9,4,6,3,5,3,5,3,3,3,3,3,3,2,3,0,2,0
LSAA_11274,0,0,6,5,6,5,5,2,4,1,3,1,3,1,3,1,3,1,3,1,2,1
LSAA_11283,0,0,14,9,13,9,8,4,8,4,7,3,7,3,7,3,6,3,4,3,1,1
LSAA_11290,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11293,0,0,5,0,5,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_11296,0,0,5,3,5,3,3,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1
LSAA_11297,0,0,4,0,4,0,3,0,3,0,2,0,2,0,2,0,2,0,2,0,1,0
LSAA_11298,0,0,15,11,14,11,10,5,8,3,6,2,4,2,4,2,4,2,3,1,2,1
LSAA_11299,0,0,4,2,4,2,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0
LSAA_11307,0,0,3,5,3,5,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,0
LSAA_1131,0,0,19,8,17,7,10,7,8,7,7,6,6,4,6,4,6,4,6,4,3,3
LSAA_11311,0,0,4,1,4,1,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_11312,0,0,12,5,12,5,2,3,1,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_11313,0,0,7,3,7,3,4,1,3,1,2,1,2,1,2,1,2,1,2,0,1,0
LSAA_11316,0,0,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
LSAA_11320,0,0,2,38,2,36,1,20,1,14,1,12,1,9,1,9,1,6,1,4,1,2
LSAA_11325,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11326,0,0,10,6,9,6,6,2,6,2,2,1,2,1,2,1,1,0,0,0,0,0
LSAA_11329,0,0,2,1,2,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
LSAA_11332,0,0,25,4,24,4,12,3,9,2,9,1,9,1,9,1,7,1,6,1,5,0
LSAA_11336,0,0,7,2,6,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_11338,0,0,3,7,3,7,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_11340,0,0,6,11,5,11,2,3,1,2,1,1,1,1,1,1,1,1,0,1,0,1
LSAA_11342,0,0,1,3,1,3,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_11343,0,0,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_11345,0,0,7,5,7,5,4,2,3,1,3,1,3,1,3,1,3,1,3,1,3,1
LSAA_11348,0,0,2,4,2,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_11350,0,0,15,2,15,2,9,2,9,1,6,1,4,1,4,1,4,1,4,1,3,1
LSAA_11353,0,0,1,6,1,5,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_11355,0,0,9,5,9,5,8,5,1,2,1,2,1,2,1,2,1,2,1,1,1,1
LSAA_11356,0,0,5,5,5,5,4,4,4,4,4,3,4,3,4,3,3,2,2,0,2,0
LSAA_11358,0,0,4,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11364,0,0,15,2,15,2,8,1,8,1,8,1,1,0,1,0,1,0,1,0,1,0
LSAA_11365,0,0,4,7,4,7,2,5,0,3,0,3,0,3,0,3,0,3,0,3,0,1
LSAA_11367,0,0,8,4,8,3,6,0,4,0,3,0,3,0,3,0,2,0,1,0,0,0
LSAA_11368,0,0,3,4,3,4,0,3,0,3,0,2,0,2,0,2,0,2,0,1,0,1
LSAA_11370,0,0,1,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_11374,0,0,1,2,1,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
LSAA_11376,0,0,4,7,4,7,3,4,2,3,2,3,2,3,2,3,2,1,2,1,1,1
LSAA_11381,0,0,11,2,11,2,9,2,7,2,7,2,7,2,7,2,4,2,4,1,2,0
LSAA_11382,0,0,2,6,2,6,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
LSAA_11384,0,0,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,0,0
LSAA_11385,0,0,7,2,7,2,6,1,6,1,6,1,6,1,6,1,6,1,6,1,4,1
LSAA_11387,0,0,15,5,14,5,8,2,8,2,4,1,3,1,3,1,2,0,1,0,1,0
LSAA_11390,0,0,5,5,5,5,4,3,3,3,3,2,3,2,3,2,3,1,3,1,3,1
LSAA_11391,0,0,1,2,1,2,1,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0
LSAA_11395,0,0,6,4,6,4,5,4,3,2,3,2,2,1,2,1,2,1,2,1,2,1
LSAA_11398,0,0,14,8,12,8,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
LSAA_11401,0,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1
LSAA_11408,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
LSAA_1141,0,0,2,13,2,13,2,6,2,5,1,5,1,5,1,5,1,4,1,4,1,3
LSAA_11411,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11413,0,0,8,7,8,6,6,4,6,4,5,4,5,4,5,4,2,3,0,3,0,0
LSAA_11414,0,0,7,6,7,6,2,1,2,1,2,1,2,0,2,0,2,0,2,0,2,0
LSAA_11416,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAA_11419,0,0,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
LSAA_1142,0,0,5,2,4,2,3,1,3,1,3,1,3,1,3,1,3,1,2,1,0,0
