Gene,Scaffold,Syn.sites,Non.sites,Linkage,SPM.F,SPM.Bias
LSAA_15244,HG994588.1,346,1319,A,0.196318462,Male
LSAA_15245,HG994588.1,105.3333333,398.6666667,A,0.200704823,Unbiased
LSAA_15246,HG994588.1,188.6666667,711.3333333,A,0.200776836,Unbiased
LSAA_15247,HG994588.1,133.3333333,487.6666667,A,0.359347164,Unbiased
LSAA_15248,HG994588.1,75,291,A,0.44322898,Unbiased
LSAA_15249,HG994588.1,236.6666667,768.3333333,A,0.466092339,Unbiased
LSAA_1525,HG994580.1,463.6666667,1567.333333,A,0.237077338,Unbiased
LSAA_15250,HG994588.1,253.6666667,913.3333333,A,0.539183736,Unbiased
LSAA_15251,HG994588.1,159,576,A,0.84333825,Female
LSAA_15252,HG994588.1,429,1740,A,0.426941256,Unbiased
LSAA_15253,HG994588.1,80,277,A,0.879503837,Female
LSAA_15254,HG994588.1,367.6666667,1420.333333,A,0.272314033,Unbiased
LSAA_15255,HG994588.1,181.6666667,736.3333333,A,0.095153153,Male
LSAA_15256,HG994588.1,107,394,A,0.998969593,Female
LSAA_15257,HG994588.1,382.6666667,1360.333333,A,0.140270039,Male
LSAA_15258,HG994588.1,316,1067,A,0.077398435,Male
LSAA_15259,HG994588.1,211.3333333,760.6666667,A,0.1455714,Male
LSAA_1526,HG994580.1,116.3333333,462.6666667,A,0.564987386,Unbiased
LSAA_15260,HG994588.1,119.6666667,429.3333333,A,0.237618865,Unbiased
LSAA_15261,HG994588.1,110.6666667,414.3333333,A,0.363393943,Unbiased
LSAA_15262,HG994588.1,97.33333333,334.6666667,A,0.331155633,Unbiased
LSAA_15263,HG994588.1,993,3399,A,0.410451314,Unbiased
LSAA_15264,HG994588.1,61.66666667,250.3333333,A,0.999998802,Female
LSAA_15265,HG994588.1,96.33333333,344.6666667,A,0.519605464,Unbiased
LSAA_15266,HG994588.1,211.3333333,697.6666667,A,0.47806279,Unbiased
LSAA_15267,HG994588.1,290,1114,A,NA,Unbiased
LSAA_15268,HG994588.1,300,1068,A,0.285001693,Unbiased
LSAA_15269,HG994588.1,166.6666667,586.3333333,A,0.528802158,Unbiased
LSAA_1527,HG994580.1,156.6666667,611.3333333,A,0.722423167,Unbiased
LSAA_15270,HG994588.1,458,1678,A,0.406655526,Unbiased
LSAA_15271,HG994588.1,878.6666667,2946.333333,A,0.378802029,Unbiased
LSAA_15272,HG994588.1,944.6666667,3219.333333,A,0.817118923,Female
LSAA_15273,HG994588.1,1367.666667,5031.333333,A,0.957069283,Female
LSAA_15274,HG994588.1,99.33333333,371.6666667,A,1,Female
LSAA_15275,HG994588.1,288,1095,A,NA,Unbiased
LSAA_15276,HG994588.1,250,944,A,0.585773105,Unbiased
LSAA_1528,HG994580.1,482.6666667,1641.333333,A,0.020485809,Male
LSAA_1529,HG994580.1,268,995,A,0,Male
LSAA_153,CAJNVT010000035.1,177.3333333,593.6666667,A,0.522618528,Unbiased
LSAA_1530,HG994580.1,1085.666667,3813.333333,A,0.649808763,Unbiased
LSAA_1531,HG994580.1,330.6666667,1097.333333,A,0.321434915,Unbiased
LSAA_1532,HG994580.1,171.6666667,599.3333333,A,1,Female
LSAA_1533,HG994580.1,123.3333333,407.6666667,A,0,Male
LSAA_1534,HG994580.1,145.3333333,520.6666667,A,0.159265534,Male
LSAA_1535,HG994580.1,76.66666667,295.3333333,A,0.107416562,Male
LSAA_1536,HG994580.1,324.3333333,1112.666667,A,0.003436209,Male
LSAA_1537,HG994580.1,149.3333333,561.6666667,A,0.383661613,Unbiased
LSAA_1538,HG994580.1,282,1053,A,0.293391522,Unbiased
LSAA_1539,HG994580.1,179.3333333,639.6666667,A,0.422359282,Unbiased
LSAA_154,CAJNVT010000040.1,131.3333333,447.6666667,A,0,Male
LSAA_1540,HG994580.1,720.6666667,2432.333333,A,0.371301234,Unbiased
LSAA_1541,HG994580.1,121,410,A,0.829719527,Female
LSAA_1542,HG994580.1,1304.333333,4773.666667,A,0.202059912,Unbiased
LSAA_1543,HG994580.1,173.6666667,678.3333333,A,0.055938229,Male
LSAA_1544,HG994580.1,86,331,A,0.53819687,Unbiased
LSAA_1545,HG994580.1,1063,3821,A,0.177262453,Male
LSAA_1546,HG994580.1,108,441,A,NA,Unbiased
LSAA_1547,HG994580.1,214,797,A,0.471217128,Unbiased
LSAA_1548,HG994580.1,291,1083,A,0.44204202,Unbiased
LSAA_1549,HG994580.1,266.3333333,918.6666667,A,0.003780155,Male
LSAA_155,CAJNVT010000040.1,882.6666667,3143.333333,A,0.145961854,Male
LSAA_1550,HG994580.1,69,282,A,0.651711142,Unbiased
LSAA_1551,HG994580.1,86.66666667,339.3333333,A,0.462110367,Unbiased
LSAA_1552,HG994580.1,284,949,A,0.047436571,Male
LSAA_1553,HG994580.1,74.33333333,258.6666667,A,0.949674789,Female
LSAA_1554,HG994580.1,307,1001,A,0.10208962,Male
LSAA_1555,HG994580.1,331,1004,A,0.403208552,Unbiased
LSAA_1556,HG994580.1,134.6666667,528.3333333,A,0.008285302,Male
LSAA_1557,HG994580.1,111,423,A,0.46978967,Unbiased
LSAA_1558,HG994580.1,337.6666667,1045.333333,A,0.939076037,Female
LSAA_1559,HG994580.1,138.6666667,515.3333333,A,0.146931605,Male
LSAA_156,CAJNVT010000040.1,588.6666667,1778.333333,A,0.489673757,Unbiased
LSAA_1560,HG994580.1,238.6666667,835.3333333,A,0.550229462,Unbiased
LSAA_1561,HG994580.1,165.3333333,587.6666667,A,0.182983767,Male
LSAA_1562,HG994580.1,503.6666667,1920.333333,A,0.523079369,Unbiased
LSAA_1563,HG994580.1,554,2032,A,0.764249588,Unbiased
LSAA_1564,HG994580.1,78.33333333,263.6666667,A,0.224279651,Unbiased
LSAA_1565,HG994580.1,74,250,A,0.362883963,Unbiased
LSAA_1566,HG994580.1,71.33333333,243.6666667,A,0.387328802,Unbiased
LSAA_1567,HG994580.1,180.3333333,626.6666667,A,0,Male
LSAA_1568,HG994580.1,338,1213,A,0.312339119,Unbiased
LSAA_1569,HG994580.1,218,574,A,0.343993416,Unbiased
LSAA_157,CAJNVT010000040.1,86.33333333,264.6666667,A,0,Male
LSAA_1570,HG994580.1,163,611,A,0.276392815,Unbiased
LSAA_1571,HG994580.1,223.3333333,721.6666667,A,0.274552285,Unbiased
LSAA_1572,HG994580.1,68,238,A,0.38555725,Unbiased
LSAA_1573,HG994580.1,95,307,A,0.325543817,Unbiased
LSAA_1574,HG994580.1,127,443,A,0.505719012,Unbiased
LSAA_1575,HG994580.1,579,1920,A,0.513404863,Unbiased
LSAA_1576,HG994580.1,157,542,A,0.571681332,Unbiased
LSAA_1577,HG994580.1,249.6666667,758.3333333,A,0.078637471,Male
LSAA_1578,HG994580.1,472.6666667,1627.333333,A,0.082179997,Male
LSAA_1579,HG994580.1,285.6666667,1034.333333,A,0.459656674,Unbiased
LSAA_158,CAJNVT010000041.1,84.66666667,359.3333333,A,NA,Unbiased
LSAA_1580,HG994580.1,478,1694,A,0.219382329,Unbiased
LSAA_1581,HG994580.1,323,1306,A,0.408008498,Unbiased
LSAA_1582,HG994580.1,230.6666667,846.3333333,A,0.222662417,Unbiased
LSAA_1583,HG994580.1,276.6666667,989.3333333,A,0.472363612,Unbiased
LSAA_1584,HG994580.1,73.66666667,271.3333333,A,NA,Unbiased
LSAA_1585,HG994580.1,276,1011,A,0.298754529,Unbiased
LSAA_1586,HG994580.1,337.6666667,1153.333333,A,0.424721292,Unbiased
LSAA_1587,HG994580.1,99,351,A,0.574593657,Unbiased
LSAA_1588,HG994580.1,148,551,A,0.574163002,Unbiased
LSAA_1589,HG994580.1,168,618,A,0.257331581,Unbiased
LSAA_159,CAJNVT010000042.1,224,811,A,0.146938706,Male
LSAA_1590,HG994580.1,286.3333333,1039.666667,A,0.571453478,Unbiased
LSAA_1591,HG994580.1,78.33333333,290.6666667,A,0.69411398,Unbiased
LSAA_1592,HG994580.1,647,2053,A,0.957516129,Female
LSAA_1593,HG994580.1,269.3333333,978.6666667,A,0.232892066,Unbiased
LSAA_1594,HG994580.1,350,1408,A,0.731341202,Unbiased
LSAA_1595,HG994580.1,286.6666667,997.3333333,A,0.743248611,Unbiased
LSAA_1596,HG994580.1,141.6666667,527.3333333,A,0.452498999,Unbiased
LSAA_1597,HG994580.1,831.3333333,2798.666667,A,0.290040382,Unbiased
LSAA_1598,HG994580.1,643.3333333,2362.666667,A,0.908568239,Female
LSAA_1599,HG994580.1,443.6666667,1566.333333,A,0.370485224,Unbiased
LSAA_16,CAJNVT010000002.1,224.6666667,762.3333333,A,0.526372141,Unbiased
LSAA_160,CAJNVT010000042.1,237.6666667,908.3333333,A,0.759995542,Unbiased
LSAA_1600,HG994580.1,171,603,A,0.336230352,Unbiased
LSAA_1601,HG994580.1,587,2293,A,0.179824969,Male
LSAA_1602,HG994580.1,108.6666667,452.3333333,A,0.004399072,Male
LSAA_1603,HG994580.1,404,1180,A,0.41519398,Unbiased
LSAA_1604,HG994580.1,179.6666667,672.3333333,A,0.313830207,Unbiased
LSAA_1605,HG994580.1,478,1631,A,0.005164046,Male
LSAA_1606,HG994580.1,363.3333333,1343.666667,A,0.125845818,Male
LSAA_1607,HG994580.1,113.6666667,420.3333333,A,0.450767248,Unbiased
LSAA_1608,HG994580.1,80.33333333,315.6666667,A,0.193779253,Male
LSAA_1609,HG994580.1,94.66666667,307.3333333,A,0.028639238,Male
LSAA_161,CAJNVT010000042.1,408,1533,A,0.001517525,Male
LSAA_1610,HG994580.1,216.6666667,791.3333333,A,0,Male
LSAA_1611,HG994580.1,139.6666667,493.3333333,A,0.059576072,Male
LSAA_1612,HG994580.1,162,567,A,1,Female
LSAA_1613,HG994580.1,180.3333333,614.6666667,A,0.918425158,Female
LSAA_1614,HG994580.1,1144.333333,4027.666667,A,0.175108413,Male
LSAA_1615,HG994580.1,85,305,A,0.260876302,Unbiased
LSAA_1616,HG994580.1,78.33333333,251.6666667,A,0,Male
LSAA_1617,HG994580.1,616,2225,A,0.191006945,Male
LSAA_1618,HG994580.1,1070.666667,3894.333333,A,0.843316926,Female
LSAA_1619,HG994580.1,104,373,A,0.031989595,Male
LSAA_162,CAJNVT010000043.1,202.6666667,763.3333333,A,NA,Unbiased
LSAA_1620,HG994580.1,479.6666667,1614.333333,A,0.372901786,Unbiased
LSAA_1621,HG994580.1,160,578,A,0.269047329,Unbiased
LSAA_1622,HG994580.1,81.33333333,329.6666667,A,0.359957644,Unbiased
LSAA_1623,HG994580.1,76,305,A,0.378870687,Unbiased
LSAA_1624,HG994580.1,275,1060,A,0.271445078,Unbiased
LSAA_1625,HG994580.1,163.3333333,619.6666667,A,0.060260693,Male
LSAA_1626,HG994580.1,128.3333333,489.6666667,A,0.408062506,Unbiased
LSAA_1627,HG994580.1,209.3333333,690.6666667,A,0.311909557,Unbiased
LSAA_1628,HG994580.1,102.3333333,428.6666667,A,0.017386551,Male
LSAA_1629,HG994580.1,90.33333333,341.6666667,A,0.570367213,Unbiased
LSAA_163,CAJNVT010000043.1,89.33333333,327.6666667,A,0.343529278,Unbiased
LSAA_1630,HG994580.1,108.3333333,362.6666667,A,0.957901862,Female
LSAA_1631,HG994580.1,216.6666667,764.3333333,A,NA,Unbiased
LSAA_1632,HG994580.1,345,1164,A,0.746812564,Unbiased
LSAA_1633,HG994580.1,153,543,A,0.391040107,Unbiased
LSAA_1634,HG994580.1,122.6666667,456.3333333,A,0,Male
LSAA_1635,HG994580.1,178.6666667,556.3333333,A,0.476512381,Unbiased
LSAA_1636,HG994580.1,119,457,A,0.354626827,Unbiased
LSAA_1637,HG994580.1,274,1022,A,0.997687582,Female
LSAA_1638,HG994580.1,211.6666667,769.3333333,A,0.023465664,Male
LSAA_1639,HG994580.1,171,627,A,0,Male
LSAA_164,CAJNVT010000043.1,255.3333333,905.6666667,A,NA,Unbiased
LSAA_1640,HG994580.1,104,403,A,0.334011398,Unbiased
LSAA_1641,HG994580.1,127.3333333,421.6666667,A,0.522411139,Unbiased
LSAA_1642,HG994580.1,257.6666667,903.3333333,A,0.440752387,Unbiased
LSAA_1643,HG994580.1,176.3333333,588.6666667,A,0.500926578,Unbiased
LSAA_1644,HG994580.1,152.6666667,582.3333333,A,0.554279823,Unbiased
LSAA_1645,HG994580.1,77.66666667,273.3333333,A,0.209990075,Unbiased
LSAA_1646,HG994580.1,59,244,A,0.128538329,Male
LSAA_1647,HG994580.1,910.3333333,3241.666667,A,0.205364221,Unbiased
LSAA_1648,HG994580.1,457,1799,A,0.394685102,Unbiased
LSAA_1649,HG994580.1,681,2619,A,0.457295714,Unbiased
LSAA_165,CAJNVT010000043.1,56.66666667,243.3333333,A,0.01748477,Male
LSAA_1650,HG994580.1,305.6666667,1239.333333,A,0.140439504,Male
LSAA_1651,HG994580.1,88.66666667,319.3333333,A,0.082866438,Male
LSAA_1652,HG994580.1,62.33333333,237.6666667,A,0.205677875,Unbiased
LSAA_1653,HG994580.1,561.6666667,1946.333333,A,0.047967401,Male
LSAA_1654,HG994580.1,190.6666667,688.3333333,A,0.136082788,Male
LSAA_1655,HG994580.1,248.3333333,927.6666667,A,0.000163222,Male
LSAA_1656,HG994580.1,368.3333333,1425.666667,A,0.404806624,Unbiased
LSAA_1657,HG994580.1,454.3333333,1591.666667,A,0.501814662,Unbiased
LSAA_1658,HG994580.1,356.3333333,1392.666667,A,0.776431135,Unbiased
LSAA_1659,HG994580.1,154,560,A,0.983189234,Female
LSAA_166,CAJNVT010000043.1,101,376,A,0.084391684,Male
LSAA_1660,HG994580.1,413,1561,A,0.716838192,Unbiased
LSAA_1661,HG994580.1,121,464,A,0.486182165,Unbiased
LSAA_1662,HG994580.1,275.6666667,966.3333333,A,0.759477931,Unbiased
LSAA_1663,HG994580.1,159,600,A,0.305718827,Unbiased
LSAA_1664,HG994580.1,722.3333333,2736.666667,A,0.306698144,Unbiased
LSAA_1665,HG994580.1,103.6666667,394.3333333,A,0.602930127,Unbiased
LSAA_1666,HG994580.1,530.6666667,1863.333333,A,0.383251609,Unbiased
LSAA_1667,HG994580.1,215,841,A,0.575699732,Unbiased
LSAA_1668,HG994580.1,72.66666667,257.3333333,A,0.460588542,Unbiased
LSAA_1669,HG994580.1,202.6666667,733.3333333,A,0.197400091,Male
LSAA_167,CAJNVT010000043.1,78,285,A,NA,Unbiased
LSAA_1670,HG994580.1,232.6666667,784.3333333,A,0.014998876,Male
LSAA_1671,HG994580.1,213,837,A,0.436883152,Unbiased
LSAA_1672,HG994580.1,66,279,A,0.340641379,Unbiased
LSAA_1673,HG994580.1,92.33333333,282.6666667,A,0.371326555,Unbiased
LSAA_1674,HG994580.1,1021.333333,3952.666667,A,0.634274089,Unbiased
LSAA_1675,HG994580.1,193.6666667,706.3333333,A,0.22694936,Unbiased
LSAA_1676,HG994580.1,117,426,A,0.305800098,Unbiased
LSAA_1677,HG994580.1,75.66666667,329.3333333,A,0.864099671,Female
LSAA_1678,HG994580.1,288.3333333,1055.666667,A,0.225593759,Unbiased
LSAA_1679,HG994580.1,570.3333333,1964.666667,A,0.464281878,Unbiased
LSAA_168,CAJNVT010000044.1,127.6666667,517.3333333,A,0.578160318,Unbiased
LSAA_1680,HG994580.1,212.3333333,831.6666667,A,0.458234315,Unbiased
LSAA_1681,HG994580.1,67.66666667,241.3333333,A,0.001481711,Male
LSAA_1682,HG994580.1,688,2456,A,0.049712595,Male
LSAA_1683,HG994580.1,97.33333333,349.6666667,A,NA,Unbiased
LSAA_1684,HG994580.1,469.3333333,1789.666667,A,0.356872016,Unbiased
LSAA_1685,HG994580.1,438,1506,A,0.408553153,Unbiased
LSAA_1686,HG994580.1,353.3333333,1428.666667,A,0.290433483,Unbiased
LSAA_1687,HG994580.1,399.3333333,1472.666667,A,0.444118886,Unbiased
LSAA_1688,HG994580.1,193.3333333,643.6666667,A,NA,Unbiased
LSAA_1689,HG994580.1,153,624,A,0.362412538,Unbiased
LSAA_169,CAJNVT010000044.1,566,2098,A,0.065179499,Male
LSAA_1690,HG994580.1,583.6666667,2077.333333,A,0.405050519,Unbiased
LSAA_1691,HG994580.1,317.6666667,1113.333333,A,0.266261346,Unbiased
LSAA_1692,HG994580.1,66.33333333,236.6666667,A,0.055848644,Male
LSAA_1693,HG994580.1,226,827,A,0.184868724,Male
LSAA_1694,HG994580.1,115.3333333,406.6666667,A,0.225636404,Unbiased
LSAA_1695,HG994580.1,95.33333333,357.6666667,A,0.270111566,Unbiased
LSAA_1696,HG994580.1,504.3333333,2057.666667,A,0.334181738,Unbiased
LSAA_1697,HG994580.1,145.3333333,505.6666667,A,0.182263592,Male
LSAA_1698,HG994580.1,748,2591,A,0.278879924,Unbiased
LSAA_1699,HG994580.1,413.6666667,1413.333333,A,0.469510805,Unbiased
LSAA_17,CAJNVT010000002.1,224.6666667,777.3333333,A,0.220369264,Unbiased
LSAA_170,CAJNVT010000045.1,184.3333333,646.6666667,A,0.034501296,Male
LSAA_1700,HG994580.1,91,338,A,0,Male
LSAA_1701,HG994580.1,853,3215,A,0.327796686,Unbiased
LSAA_1702,HG994580.1,434,1537,A,0.235580726,Unbiased
LSAA_1703,HG994580.1,801.6666667,2660.333333,A,0.410917623,Unbiased
LSAA_1704,HG994580.1,247.3333333,847.6666667,A,0.50228374,Unbiased
LSAA_1705,HG994580.1,138.3333333,536.6666667,A,0.996948262,Female
LSAA_1706,HG994580.1,185.3333333,768.6666667,A,0.340578328,Unbiased
LSAA_1707,HG994580.1,180.6666667,650.3333333,A,0.153166259,Male
LSAA_1708,HG994580.1,79.33333333,292.6666667,A,0.355123551,Unbiased
LSAA_1709,HG994580.1,359.3333333,1260.666667,A,0.380499091,Unbiased
LSAA_171,CAJNVT010000045.1,70,320,A,0.010932838,Male
LSAA_1710,HG994580.1,186.3333333,740.6666667,A,0.4389152,Unbiased
LSAA_1711,HG994580.1,901.3333333,3157.666667,A,0.365043495,Unbiased
LSAA_1712,HG994580.1,214.6666667,811.3333333,A,0.28229137,Unbiased
LSAA_1713,HG994580.1,362.3333333,1359.666667,A,0.255564877,Unbiased
LSAA_1714,HG994580.1,188,691,A,0.451686579,Unbiased
LSAA_1715,HG994580.1,228.3333333,776.6666667,A,0.355004328,Unbiased
LSAA_1716,HG994580.1,270.3333333,1208.666667,A,0.001709136,Male
LSAA_1717,HG994580.1,214.3333333,766.6666667,A,0.656705581,Unbiased
LSAA_1718,HG994580.1,312,1191,A,0.46710624,Unbiased
LSAA_1719,HG994580.1,136.6666667,505.3333333,A,0.310316471,Unbiased
LSAA_172,CAJNVT010000045.1,242.3333333,906.6666667,A,0.996089575,Female
LSAA_1720,HG994580.1,885.6666667,3065.333333,A,0.164378871,Male
LSAA_1721,HG994580.1,927.3333333,3809.666667,A,0.427082738,Unbiased
LSAA_1722,HG994580.1,172.6666667,637.3333333,A,0.61018637,Unbiased
LSAA_1723,HG994580.1,199,734,A,0,Male
LSAA_1724,HG994580.1,370,1340,A,0.047601988,Male
LSAA_1725,HG994580.1,453.3333333,1637.666667,A,0.223991574,Unbiased
LSAA_1726,HG994580.1,695,2479,A,0.483756449,Unbiased
LSAA_1727,HG994580.1,144,543,A,0.353511311,Unbiased
LSAA_1728,HG994580.1,87,270,A,0.264058989,Unbiased
LSAA_1729,HG994580.1,65,235,A,0.700994129,Unbiased
LSAA_173,CAJNVT010000046.1,96.33333333,362.6666667,A,0.56772489,Unbiased
LSAA_1730,HG994580.1,122,445,A,0.385332651,Unbiased
LSAA_1731,HG994580.1,151,563,A,0.694192189,Unbiased
LSAA_1732,HG994580.1,102.3333333,386.6666667,A,0.34266591,Unbiased
LSAA_1733,HG994580.1,555,1974,A,0.430103776,Unbiased
LSAA_1734,HG994580.1,135,519,A,0.191384429,Male
LSAA_1735,HG994580.1,475.6666667,1750.333333,A,0,Male
LSAA_1736,HG994580.1,163.6666667,673.3333333,A,1,Female
LSAA_1737,HG994580.1,205,806,A,0.272258181,Unbiased
LSAA_1738,HG994580.1,184.3333333,694.6666667,A,0.761293242,Unbiased
LSAA_1739,HG994580.1,490,1766,A,0.21213404,Unbiased
LSAA_174,CAJNVT010000047.1,207,696,A,0.700681346,Unbiased
LSAA_1740,HG994580.1,391.6666667,1390.333333,A,0.45646883,Unbiased
LSAA_1741,HG994580.1,164.3333333,543.6666667,A,0.287201063,Unbiased
LSAA_1742,HG994580.1,280.6666667,955.3333333,A,0.32857074,Unbiased
LSAA_1743,HG994580.1,177.6666667,620.3333333,A,0.628944549,Unbiased
LSAA_1744,HG994580.1,364.6666667,1285.333333,A,0.205116153,Unbiased
LSAA_1745,HG994580.1,374.6666667,1335.333333,A,NA,Unbiased
LSAA_1746,HG994580.1,73.33333333,250.6666667,A,0.502476902,Unbiased
LSAA_1747,HG994580.1,287,1027,A,0.490935251,Unbiased
LSAA_1748,HG994580.1,199,710,A,0.489943085,Unbiased
LSAA_1749,HG994580.1,202.6666667,745.3333333,A,0.085039882,Male
LSAA_175,CAJNVT010000047.1,585,2187,A,0.981741762,Female
LSAA_1750,HG994580.1,199.3333333,733.6666667,A,0.423051499,Unbiased
LSAA_1751,HG994580.1,83.33333333,303.6666667,A,0.991932688,Female
LSAA_1752,HG994580.1,194.6666667,741.3333333,A,0.648570448,Unbiased
LSAA_1753,HG994580.1,115.6666667,439.3333333,A,0.665988885,Unbiased
LSAA_1754,HG994580.1,364,1352,A,0.70860726,Unbiased
LSAA_1755,HG994580.1,459,1758,A,0.285730655,Unbiased
LSAA_1756,HG994580.1,728.3333333,2760.666667,A,0.406523048,Unbiased
LSAA_1757,HG994580.1,90,345,A,0.375783856,Unbiased
LSAA_1758,HG994580.1,966.6666667,3941.333333,A,0.348777988,Unbiased
LSAA_1759,HG994580.1,186.6666667,713.3333333,A,0.320683563,Unbiased
LSAA_176,CAJNVT010000047.1,337.6666667,1153.333333,A,0.854314059,Female
LSAA_1760,HG994580.1,381,1389,A,0.404015956,Unbiased
LSAA_1761,HG994580.1,272,1063,A,0.672440604,Unbiased
LSAA_1762,HG994580.1,573,1998,A,0.522835681,Unbiased
LSAA_1763,HG994580.1,286,1025,A,0.114575784,Male
LSAA_1764,HG994580.1,75.66666667,251.3333333,A,0.111309705,Male
LSAA_1765,HG994580.1,153.6666667,518.3333333,A,0.539324266,Unbiased
LSAA_1766,HG994580.1,269.3333333,1011.666667,A,0.357708806,Unbiased
LSAA_1767,HG994580.1,67.33333333,232.6666667,A,0.144608085,Male
LSAA_1768,HG994580.1,68.66666667,234.3333333,A,0.89734032,Female
LSAA_1769,HG994580.1,498,1815,A,0.322246904,Unbiased
LSAA_177,CAJNVT010000047.1,704.3333333,2802.666667,A,0.704153787,Unbiased
LSAA_1770,HG994580.1,75,243,A,0.588438487,Unbiased
LSAA_1771,HG994580.1,329.3333333,1200.666667,A,0.840795246,Female
LSAA_1772,HG994580.1,377.6666667,1275.333333,A,0.940258529,Female
LSAA_1773,HG994580.1,175,632,A,0.390144711,Unbiased
LSAA_1774,HG994580.1,209.6666667,798.3333333,A,0.276143888,Unbiased
LSAA_1775,HG994580.1,87.33333333,365.6666667,A,0.491800636,Unbiased
LSAA_1776,HG994580.1,354.6666667,1229.333333,A,0.303779272,Unbiased
LSAA_1777,HG994580.1,128.3333333,435.6666667,A,0.304460897,Unbiased
LSAA_1778,HG994580.1,108.6666667,353.3333333,A,0.375686284,Unbiased
LSAA_1779,HG994580.1,151.3333333,643.6666667,A,0.852665743,Female
LSAA_178,CAJNVT010000047.1,289,983,A,0,Male
LSAA_1780,HG994580.1,217,788,A,0.580080101,Unbiased
LSAA_1781,HG994580.1,563.3333333,2115.666667,A,0.50725486,Unbiased
LSAA_1782,HG994580.1,642,2433,A,0.181490907,Male
LSAA_1783,HG994580.1,121.3333333,436.6666667,A,0.380800911,Unbiased
LSAA_1784,HG994580.1,263.6666667,942.3333333,A,0.031102215,Male
LSAA_1785,HG994580.1,389.6666667,1440.333333,A,0.274578564,Unbiased
LSAA_1786,HG994580.1,209,727,A,0,Male
LSAA_1787,HG994580.1,239.6666667,897.3333333,A,0.875146729,Female
LSAA_1788,HG994580.1,253.3333333,910.6666667,A,0.0016921,Male
LSAA_1789,HG994580.1,154.6666667,559.3333333,A,0.356946181,Unbiased
LSAA_179,CAJNVT010000048.1,197.6666667,741.3333333,A,NA,Unbiased
LSAA_1790,HG994580.1,653.6666667,2322.333333,A,0.776519723,Unbiased
LSAA_1791,HG994580.1,452.3333333,1614.666667,A,0.919506317,Female
LSAA_1792,HG994580.1,121.6666667,445.3333333,A,0.572243172,Unbiased
LSAA_1793,HG994580.1,255.6666667,935.3333333,A,0.015051714,Male
LSAA_1794,HG994580.1,187.6666667,700.3333333,A,0.313306018,Unbiased
LSAA_1795,HG994580.1,163.3333333,601.6666667,A,0.347822789,Unbiased
LSAA_1796,HG994580.1,252.6666667,869.3333333,A,0.108702889,Male
LSAA_1797,HG994580.1,134.3333333,501.6666667,A,0.272100021,Unbiased
LSAA_1798,HG994580.1,187.3333333,715.6666667,A,0.540160744,Unbiased
LSAA_1799,HG994580.1,790.6666667,2713.333333,A,0.494212724,Unbiased
LSAA_18,CAJNVT010000002.1,241.6666667,781.3333333,A,0.771329253,Unbiased
LSAA_180,CAJNVT010000048.1,373,1295,A,0.86502872,Female
LSAA_1800,HG994580.1,784.3333333,2602.666667,A,0.247020242,Unbiased
LSAA_1801,HG994580.1,84,321,A,0.534515905,Unbiased
LSAA_1802,HG994580.1,233.3333333,837.6666667,A,0.176230699,Male
LSAA_1803,HG994580.1,187.6666667,598.3333333,A,0.29400454,Unbiased
LSAA_1804,HG994580.1,314.3333333,1119.666667,A,0.047314044,Male
LSAA_1805,HG994580.1,240,906,A,0.303688422,Unbiased
LSAA_1806,HG994580.1,91,362,A,0.591443159,Unbiased
LSAA_1807,HG994580.1,68,259,A,0.414840132,Unbiased
LSAA_1808,HG994580.1,100.3333333,283.6666667,A,0.139411479,Male
LSAA_1809,HG994580.1,458,1534,A,0.112143411,Male
LSAA_181,CAJNVT010000048.1,601.3333333,2176.666667,A,0.804921964,Female
LSAA_1810,HG994580.1,179.6666667,747.3333333,A,0.247490451,Unbiased
LSAA_1811,HG994580.1,819.3333333,2774.666667,A,0.481689184,Unbiased
LSAA_1812,HG994580.1,151.3333333,526.6666667,A,0.10406321,Male
LSAA_1813,HG994580.1,100.6666667,373.3333333,A,0.001571012,Male
LSAA_1814,HG994580.1,108.3333333,410.6666667,A,0.345545983,Unbiased
LSAA_1815,HG994580.1,81.33333333,308.6666667,A,0.238073637,Unbiased
LSAA_1816,HG994580.1,155.6666667,552.3333333,A,0.316653156,Unbiased
LSAA_1817,HG994580.1,168.6666667,569.3333333,A,0.00494914,Male
LSAA_1818,HG994580.1,64.66666667,235.3333333,A,0.871833776,Female
LSAA_1819,HG994580.1,86.66666667,351.3333333,A,0.5586533,Unbiased
LSAA_182,CAJNVT010000048.1,69.33333333,254.6666667,A,0.974410575,Female
LSAA_1820,HG994580.1,150.6666667,554.3333333,A,0.176008376,Male
LSAA_1821,HG994580.1,115,476,A,0.385123177,Unbiased
LSAA_1822,HG994580.1,171.3333333,623.6666667,A,0.216510137,Unbiased
LSAA_1823,HG994580.1,70.33333333,265.6666667,A,0.300146728,Unbiased
LSAA_1824,HG994580.1,90.33333333,320.6666667,A,0,Male
LSAA_1825,HG994580.1,220.6666667,754.3333333,A,0.356169018,Unbiased
LSAA_1826,HG994580.1,178.6666667,601.3333333,A,0.254050549,Unbiased
LSAA_1827,HG994580.1,137.6666667,579.3333333,A,0.041993983,Male
LSAA_1828,HG994580.1,541,2261,A,0.028859526,Male
LSAA_1829,HG994580.1,218.3333333,867.6666667,A,0.024858419,Male
LSAA_183,CAJNVT010000050.1,144,495,A,0.977866381,Female
